1405,7131,5025,4202,5524,2421,3564
2772,4221,0060,3240,3730,4565,3614
6610,4716,7453,6400,1274,1001,3052
2267,5460,6541,5177,2767,6037,0302
5147,6412,7033,6357,5544,3616,5024
3660,5760,7511,2755,2242,0000,1531
2452,2145,7760,1616,7307,2162,7302
3514,3116,3062,5777,0523,0025,6013
0031,2406,5241,5453,4267,0246,3344
5522,7370,4722,3033,7122,4351,1437
3452,1647,1561,3602,7104,2006,1021
7377,2612,1223,1366,5111,4072,1417
0352,5613,2240,4776,0567,5360,4642
2405,3463,3104,4357,4700,5705,3456
2212,6456,0606,3153,0457,1133,5526
6042,1273,2540,7033,3301,7601,6372
7712,6405,1452,0166,3705,0703,0725
3321,3256,1371,5115,3541,4374,7033
2125,3744,1772,0565,4116,0312,4231
2231,7652,2424,0042,2736,1243,0053
4750,6266,6141,0606,0013,4340,7411
7705,2330,5170,2300,3460,2105,1671
0106,2627,5406,2045,2156,5602,6107
7047,7606,6776,4476,3667,6146,2714
0564,2303,5420,5667,1234,5251,1572
4574,5046,5231,3624,3330,2644,5101
3522,5075,1000,2260,6314,4146,0164
1562,4156,4605,3715,4077,5471,2531
3155,5712,3223,6577,5655,3637,7060
5117,1666,2266,7167,2644,5673,3140
7357,7712,0343,1245,4311,5553,6107
4343,0267,1205,0203,5033,1716,6460
0555,0526,3430,4115,1522,5612,2071
5042,6546,0613,4431,1510,3125,1357
7056,4033,6615,6013,3225,6533,2041
1077,4037,3633,1200,3024,1064,5367
4114,1677,4464,6442,6354,5725,6446
1166,6244,4021,3740,1506,4633,0605
5020,1546,5472,5773,3477,5315,0403
2214,4636,7712,5151,7130,4722,0543
0315,2222,0506,7732,6315,7226,4626
7477,4303,6134,3141,4507,6773,6166
5566,5455,1041,5127,4024,5552,2345
5144,1763,2157,2560,4556,0311,0116
6422,6627,7744,3077,7532,7570,0401
1612,3466,2324,1160,2551,7611,1776
7447,3426,6154,2606,7267,7702,5767
4125,0624,2064,6261,5673,0561,0624
0176,2706,1333,4270,2071,7616,0052
1617,1273,7317,1511,6301,2036,0541
4737,6213,4136,7775,7370,7435,1262
4262,2116,2205,6451,3512,4100,6257
5372,3176,0041,6505,3215,1760,0157
2555,3674,6265,7104,1631,1501,3002
2473,7611,2672,5772,1347,6000,2715
2370,0334,2355,0136,6163,7676,3072
4042,1753,5205,7232,3356,1077,4503
4272,1454,7474,5570,4751,1724,7566
7230,5630,1011,1115,6261,1201,2226
2756,7247,2236,4672,1311,1123,1007
7177,0501,7436,4107,7507,5740,5145
6145,3751,2220,4747,0137,3452,1627
6505,2616,1014,2475,6472,6006,7743
1367,2452,0007,2451,6261,4703,3514
2677,0074,0655,2526,6605,2331,6721
5047,7211,1030,2461,6631,5367,7356
0172,6740,1417,1435,4074,4712,7052
3740,6745,2766,6014,2632,7765,7641
3231,0545,0544,5140,6601,2211,2214
2762,0450,7112,1556,5602,3736,5021
4155,0167,7651,3537,2202,2457,3374
2226,4371,2125,2466,3162,0645,7543
0175,1433,4457,2261,5205,6734,6136
0461,7617,3346,7061,4204,2443,0322
4347,0625,4472,2336,3705,1717,2431
7601,4642,3707,0671,7775,1227,7524
2336,1631,4241,7256,1025,7060,1747
4322,7736,0022,1500,0266,0002,2132
3137,7222,5434,1321,1556,2014,2542
6012,5443,0052,2541,2356,2137,2721
4732,3275,4675,0636,4003,0147,4326
0070,5241,6543,6102,7565,1456,5740
6332,0030,4255,6706,7357,4102,1362
4372,2517,5560,3517,6635,3425,1144
4473,7310,7727,1143,6272,0003,4326
4137,7403,4430,0117,1305,4136,1746
0414,4306,2571,0725,7733,3766,6310
4734,6430,0224,5037,5637,5007,7341
1321,0247,4201,5215,2503,5552,4074
3556,7271,0603,0206,4503,0103,7277
0723,1461,4070,4227,5562,6511,2355
3053,7723,3514,2404,4521,7626,3262
5537,5455,1221,7426,6100,0551,6632
3316,5564,5160,7457,6551,4112,5017
5550,5017,0161,7643,5470,3704,2102
2306,1730,7007,2343,4734,1512,0222
5473,2211,4424,1622,1707,4561,2031
7570,6071,0041,5745,6642,4201,4533
4465,1711,5414,6715,3660,6173,7404
4175,0152,3303,7207,7605,1675,2447
