4172,6654,0323,0533,4053,0130,1533
5103,7453,6741,2612,2317,4000,2465
4361,4056,2140,3476,3673,5165,3640
4400,1425,2312,2107,1365,4404,1411
7277,2656,5516,3174,6127,0030,7602
6763,4046,6433,0575,5637,0331,3563
5015,6140,0222,3037,1536,4144,4257
0077,7767,3267,2374,7700,3405,6362
3262,7636,0566,2016,3742,0171,0024
0415,0151,7432,4671,2211,4755,3461
0250,6043,3002,4556,2727,1734,1515
6562,5475,7273,4625,1200,3420,1162
2515,2761,5012,0664,7517,4243,0615
4562,6505,6166,4051,3047,6345,6613
2036,1206,2720,0277,3461,4216,1666
1326,1345,1376,0422,0056,4322,6104
7376,3060,7134,3357,5344,5104,2561
2643,1742,1340,5312,1266,7346,1150
6751,1703,7713,0157,2556,4231,4113
2131,4726,4534,4754,3752,6330,5015
3143,3433,3463,6610,3024,6231,6175
6062,5634,3671,4131,1153,0431,3446
7171,5242,3133,0477,7470,0273,0104
5400,3356,6436,1140,7462,6645,3166
5750,0664,6514,2757,6157,3271,0040
3043,2036,2753,5317,4101,0425,6555
4236,3326,1245,4141,6357,3760,4014
5336,0314,4720,7172,2071,7427,2537
2346,2471,5550,2522,3314,6111,4514
5552,6513,6702,2403,7224,4624,7513
0620,3322,1162,0637,3072,7053,4373
7714,4166,4626,5074,5407,5010,5563
2245,1501,2675,7555,6761,7211,5671
6404,2534,4730,4621,5424,7222,2101
3426,1047,1004,4565,5375,6430,3036
4437,2647,7615,6106,1661,1062,0667
2650,5013,5013,0652,3151,2322,2662
3666,6473,1010,5740,0653,6576,1557
2275,1157,0406,0422,4774,7360,0101
2265,5602,1441,7367,1523,5351,4464
7355,5252,0372,7775,1505,1261,6422
4262,3362,6046,4207,5310,3412,0713
1034,5237,3477,7235,5044,2335,4511
3730,1243,1725,7536,0020,0123,2420
4032,4541,7762,0662,4713,4452,6253
6063,5210,1765,5770,7515,2111,2070
5566,6741,1271,4115,6331,7064,4147
2225,0737,7172,5642,0566,2415,6020
3027,5130,4025,2040,0465,4246,1314
5211,2311,7663,7460,4264,7673,3460
4176,0105,0032,7433,6603,0403,6555
0430,3530,6217,6465,5014,6751,2451
1354,0460,1144,4562,1301,3153,2563
4713,4651,6560,6374,0170,5516,6617
4504,3513,3252,2514,6165,1135,3100
7140,5121,1126,5323,3616,5054,2020
2514,6561,6235,5752,1461,1764,5047
2307,4765,6002,6547,3242,5575,4307
5730,3014,6334,3033,6253,6161,6527
6533,2042,5401,4227,1020,2320,1555
3606,5715,0430,5534,4574,1264,4272
1450,7117,2434,2312,7734,1204,2250
2504,6431,6641,5326,6013,6723,7035
3523,0260,6572,3615,0176,4104,6657
3777,1011,3477,6467,7303,1656,1255
2744,1711,3665,0125,3026,1771,2561
6761,0704,6076,5756,0270,4764,6051
2342,6552,4201,1007,1161,6171,6227
2121,0273,5777,5662,1210,2027,2733
2031,7046,6661,0614,6475,3127,7737
7114,5625,6376,4213,4270,0632,7333
5136,3251,3736,7470,2137,7214,6436
5762,7776,6217,3123,5107,1532,0437
1503,4755,0143,7036,0421,0723,2642
7537,2000,4244,3344,0077,4013,0050
0327,4125,0004,7102,6241,1342,4272
6756,0361,6271,4227,1556,0661,3360
7714,1122,0143,5110,0137,4305,4113
3564,3006,4071,4074,2340,0461,2724
7700,3312,7411,3745,0007,5112,3164
1702,0104,5043,4140,3535,7624,6161
5137,6330,0152,4164,0535,4567,6705
1342,5312,5070,3174,5055,3524,0003
6645,7573,5343,1566,5246,5351,1737
4123,2716,6024,0241,0106,4470,6742
2405,6545,0255,6375,7535,3776,0232
5145,5731,6046,7763,2216,1261,7104
5022,0372,0156,1546,0671,3222,7237
0735,0117,0673,7241,1674,3125,7574
5463,6246,2232,7036,3163,1000,2377
1631,6022,3114,5772,2565,3315,2730
3260,6652,4061,6724,4503,7215,7041
3715,1316,2037,0744,2575,0634,4074
2641,0604,7164,3505,0127,7115,1541
7221,1513,3523,7215,7254,6555,3166
2236,4163,2066,7201,4007,7167,7074
0407,4422,5061,0610,1774,6144,4604
0303,2001,6106,7102,1565,5410,1737
0513,2724,3433,2541,1362,2431,0044
5172,5015,7035,3064,2075,3763,1500
