6034,4641,4036,3063,5004,7127,4100
5362,6230,4637,2177,6217,0074,4067
5350,6762,5425,1506,4476,4266,7470
3200,4506,2405,6203,7651,7232,6453
5225,5760,5275,7514,2102,6401,5523
3353,1511,7226,6415,2061,7312,0401
4461,2275,2127,6416,1433,0155,2633
3466,1635,0110,3243,1375,6441,1452
3712,1216,4443,2105,3723,6111,1742
7464,7274,7175,3472,0652,7614,5057
2463,7506,7746,0273,3616,7017,4162
5120,7306,4222,3360,3452,5762,7744
0733,0254,7512,7410,0372,7662,3254
1121,6467,3444,6445,3232,7676,7520
5354,7752,4573,5507,4625,4643,3347
2057,7551,3465,6173,3413,2236,5273
1027,6350,4707,3540,0003,3210,7002
5075,7330,1661,1337,1142,6647,5745
4043,3370,1660,1045,3552,0316,0540
2743,1326,5160,7102,0527,3561,1041
4476,1645,1151,1035,4735,0503,3525
0065,6465,6672,4121,5607,0157,2064
2340,3532,3300,5245,1345,2523,4566
6601,5710,3370,7577,5261,5571,2677
2324,0126,3075,1553,1721,6672,6231
7204,4571,1254,6257,7145,3133,0620
1006,6770,0057,6023,0437,7774,7116
5341,4566,4301,3466,4737,1566,2561
6320,5454,1745,7533,4430,3213,2131
6030,4774,7324,2146,6371,5542,1543
3142,7422,0636,2433,4365,6023,6526
0062,6242,0323,0111,4614,1233,5207
5034,7253,4361,7530,6322,5076,6562
3126,0442,7372,2735,5365,3075,3356
7765,7752,7756,1377,5524,5675,7611
7574,2060,0242,1443,3375,6650,3045
6233,0600,2726,1157,2563,1600,0064
2356,6623,2542,0214,0563,6165,4544
0722,3166,3143,5501,2422,5007,3152
6013,1541,6564,1236,0274,7424,5540
2673,7440,7711,0544,1110,0142,0263
5313,6752,1557,2242,2720,2263,1170
2740,2342,7546,0321,4212,0510,3065
1157,0063,0125,5275,7010,1534,4206
1157,3445,5221,7667,2206,1340,0146
2710,5031,2503,1016,2632,2302,4762
3102,0213,0210,5643,4035,4752,3142
7125,6316,3747,6625,0031,3724,7321
4420,6133,4162,3547,3363,4337,4616
1213,2135,1111,5367,6112,0072,0572
7527,7664,0460,4032,2336,1733,2726
6045,5767,4101,5563,5313,3170,4723
6540,3604,1434,7110,2475,4611,3252
4154,4033,4255,1623,5552,4424,5656
7405,6024,1116,7137,7575,5626,3731
6015,6212,5140,0327,5360,7115,1554
2712,2154,5447,3136,1501,3635,7365
3154,7337,3530,5247,0760,5710,1063
7361,5737,7225,4002,3435,4521,5000
0316,1176,2676,0777,0576,5140,4326
0156,3501,0106,4146,4605,0177,4000
7326,1137,5064,2474,3416,7121,3127
7560,3220,7336,7121,3237,2306,3731
3016,7416,5572,1564,5554,2631,1547
3316,2166,6507,7651,2602,4123,4724
0005,4675,0001,2020,6021,1332,6425
2501,5135,7333,2746,1135,0026,5074
7656,2056,1710,3001,3427,4360,5215
0323,3216,5034,4753,7730,4133,7263
2417,2005,1152,5743,3263,6701,2001
6231,4273,3042,5662,0232,5417,0140
0370,0752,3763,0241,3221,7027,3652
0063,2073,1335,7712,4503,1100,6311
2575,3220,3713,5153,0454,0725,4245
5761,7747,3753,3723,3536,6533,6220
5577,4022,2060,0620,1006,3653,3177
0426,1125,5120,5166,3752,1222,6770
7132,3553,5024,7114,0226,3475,2537
4062,6323,6704,0446,5760,4413,4771
4634,1156,1625,3262,3156,7116,4523
2613,7335,4566,3244,5701,0245,3616
2653,3207,4764,2662,5726,6202,3223
5235,4127,4750,4414,0073,6473,3275
3671,5500,3316,7726,0623,5051,6062
6133,5051,5015,7735,7313,7334,5246
0402,4005,3130,3011,3632,1674,3351
3622,0342,1276,2603,2734,7115,2600
4661,6356,6442,5261,3354,5177,0714
1772,5443,0430,4030,7553,1233,4022
4165,7125,5335,1636,0162,5124,4620
7134,2777,4740,7604,2601,4070,2361
5655,3341,0467,6176,6234,2547,3157
1020,6017,3344,5777,4511,3104,5356
1507,4062,1032,7357,6726,0256,1545
7604,4077,6612,3345,5605,3772,2515
5141,5055,0021,3331,7011,6726,4235
2421,7160,2301,7774,5277,6064,1205
5274,6615,1616,2522,0621,6062,6334
3067,2401,2103,7004,7442,4731,7125
3622,4611,5026,2153,0730,6707,0366
