5361,6276,0553,4252,3566,0565,3146
2000,4722,0177,7467,4264,6147,7214
2535,1514,3612,3001,6122,5502,1567
4162,2641,6617,5321,6611,1021,5522
6210,0376,7202,5703,1205,4460,2223
0437,0101,4320,6125,7516,2354,4260
0514,4512,5326,1157,7530,5357,1627
5372,6565,3112,7165,1106,5660,3561
6121,5240,2220,6103,1170,3166,4261
2332,7472,7556,2233,4670,2233,1470
5352,4142,3374,7310,4303,2270,4405
7642,6022,4573,3550,0615,6251,2242
0037,2646,6013,7530,3102,2633,5265
1756,5000,1615,1257,4354,6765,1716
0170,4552,7230,2451,6105,0210,0017
7527,7151,3243,1071,2256,1154,4077
0072,4776,5655,7240,6224,6232,5654
6460,0126,2063,4644,5522,2733,4175
5470,2017,3450,6111,7063,5066,0736
0255,2360,1250,0060,0414,3724,6436
0730,4707,5716,4355,4314,5442,0534
7001,7430,3535,1572,7141,3456,2504
1541,7262,5402,7354,6244,0737,1773
1756,1612,2113,6404,1060,7100,6527
2046,6305,1562,6476,2545,0621,4757
6252,7106,7760,7343,2663,4414,3401
2077,1476,1423,2631,3607,0225,6363
1677,1405,6510,7454,5756,5515,5570
0263,3520,0452,7041,6273,1664,2250
5720,2460,2157,5371,7554,0425,1521
3717,2122,0224,7110,3506,6400,3173
7425,4072,1561,6727,0267,5023,1755
0220,6575,1407,5514,2134,5261,6372
1261,0100,2173,3243,0640,0267,0230
4536,1732,0055,3042,3565,6220,5470
7036,1657,1466,0765,4305,0610,7042
6652,4421,7043,4267,7575,4160,1733
0750,7442,7472,5410,7206,0470,6306
2677,2325,2177,0334,2662,4576,5521
2415,2230,6426,6557,7571,1250,0511
7733,5127,2776,2313,1130,1573,6266
3477,7010,4520,4507,2367,1347,0672
3123,4146,7475,5367,3323,4734,0612
5630,4010,7016,7223,3151,3753,3645
1600,2445,5174,1627,7516,7353,1423
5555,3631,0556,5726,5201,7314,7106
0614,7064,1510,1705,7412,2765,4110
2752,0374,3453,7040,5532,4554,1015
4637,3404,5432,6677,4545,5113,0352
5605,6553,2075,5370,1250,3325,4453
4752,4707,1353,7425,3631,3637,7442
4770,0737,4011,5407,3247,4256,3551
6661,2750,7170,4660,7375,2577,3124
6003,7324,7004,3160,7033,3461,7216
6014,6260,0625,3421,5245,1002,7141
4305,6371,0277,3762,7575,3445,1500
1524,6505,5660,7434,6246,6007,1570
7434,1454,3035,6103,1153,2003,5410
6352,1716,6413,4327,3120,0325,4205
5741,7341,5012,6613,1517,7621,2144
2646,1524,4742,3612,3533,6313,3576
1432,7421,2422,3114,1551,4112,0565
6752,2554,7273,0754,1435,2646,0727
3566,3412,1346,7043,7740,1136,0105
2571,7505,6726,1415,5033,7661,4163
2140,4772,7614,7663,2063,5755,2324
5211,4314,4024,6710,6402,3043,5015
5463,3006,4614,4370,1024,1033,1463
5116,3143,1155,2655,4453,5272,3222
1050,3526,1501,2177,1042,6030,2631
2051,0324,5251,3355,7245,3023,4732
0662,2433,5222,6640,3533,1605,7764
3602,0541,7702,1233,6106,0761,6706
7717,6306,2024,3120,0452,6666,7225
3367,4563,1434,6547,2235,2164,2104
3413,2051,0142,3603,2576,6346,7003
0426,7673,1761,0236,7704,5772,0042
5017,5502,5624,5665,1457,2637,0465
1615,1765,1255,3600,1244,6426,2365
7015,2227,3706,0612,5571,1240,4204
5640,5414,7350,0415,6732,5127,7510
4154,5470,2116,0041,7402,1250,4304
4470,2055,6163,4517,1111,0447,3013
2402,5040,3414,5226,3517,4473,7353
0167,7410,4012,3265,3505,2760,4407
4600,1376,0324,0323,6153,2202,0607
1701,1353,6530,4526,2576,1111,0242
3111,6503,5273,4756,4257,7747,7726
6205,3556,0752,4665,0576,6637,5373
7256,4547,0177,6501,3633,3354,1134
0745,4672,0206,2057,4413,2237,2662
3705,7166,3752,3031,5503,2071,5537
4305,0353,3741,5225,0076,5060,3471
4556,0504,0045,5421,1121,0423,6667
1245,6013,3557,6317,3263,2220,7261
6001,7251,7063,5000,4014,3247,7533
1503,1472,4763,0603,1753,4172,2560
3463,4734,4476,5134,7226,5172,7656
6010,1607,5541,7633,2710,3165,0465
0235,0757,6605,5130,5642,4537,3433
